baris_exhibit1a,status_doc547,source_id,sumber_kerja,catatan
430,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
431,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
432,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
433,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
434,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
435,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
436,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
437,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
438,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
439,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
440,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
441,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
442,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
443,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
444,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
445,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
446,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
447,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
448,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
449,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
450,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
451,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
452,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
453,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
454,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
455,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
456,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
457,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
458,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
459,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
460,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
461,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
462,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
463,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
464,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
465,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
466,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
467,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
468,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
469,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
470,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
471,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
472,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
473,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
474,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
475,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
476,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
477,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
478,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
479,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
480,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
481,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
482,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
483,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
484,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
485,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
486,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
487,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
488,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
489,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
490,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
491,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
492,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
493,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
494,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
495,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
496,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
497,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
498,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
499,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
500,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
501,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
502,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
503,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
504,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
505,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
506,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
507,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
508,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
509,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
510,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
511,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
512,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
513,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
514,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
515,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
516,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
517,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
518,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
519,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
520,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
521,TERPETAKAN_RESOLUSI_TYPO_QA_PENDING,SRC-001,Document 547 Galloway.md,"Sumber mencetak 511-5521; working resolution 511-521; isi verbatim tetap privat"
522,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
523,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
524,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
525,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
526,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
527,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
528,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
529,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
530,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
531,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
532,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
533,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
534,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
535,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
536,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
537,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
538,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
539,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
540,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
541,BELUM_TERPETAKAN,SRC-001,Document 547 Galloway.md,"AMBIGU_JUMLAH_PESAN"
542,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
543,TERPETAKAN_UNAMBIGU_QA_PENDING,SRC-001,Document 547 Galloway.md,"Isi verbatim tetap di workspace privat"
